filename,psnr_ssim,psnr_edge,ssim_ssim,ssim_edge,mae_ssim,mae_edge,mse_ssim,mse_edge,grad_mae_ssim,grad_mae_edge,d_PSNR,d_SSIM,d_MAE,d_MSE,d_GradMAE
000186.npy,30.650566973980684,30.715810894465335,0.8795769146406465,0.8804247571213544,0.019869575276970863,0.019766144454479218,0.0008608813514001667,0.0008480449905619025,0.14583667,0.14450164,0.06524392048465089,0.0008478424807079055,-0.00010343082249164581,-1.2836360838264227e-05,-0.0013350248
000189.npy,24.053838599963488,24.07360959473784,0.7374890462437012,0.7363582065021489,0.0407085195183754,0.040557049214839935,0.003932024352252483,0.003914164379239082,0.3432343,0.34177798,0.01977099477435118,-0.0011308397415522586,-0.00015147030353546143,-1.785997301340103e-05,-0.0014563203
000197.npy,27.590357377242746,27.561958227881796,0.759499524204366,0.7551727970023323,0.03257115185260773,0.03277476131916046,0.0017416635528206825,0.0017530896002426744,0.23470871,0.23431627,-0.02839914936095056,-0.004326727202033642,0.00020360946655273438,1.1426047421991825e-05,-0.00039243698
000200.npy,26.525473083746228,26.51438137839634,0.3716609530171575,0.3694396907373592,0.03659909963607788,0.03663545846939087,0.002225628588348627,0.0022313203662633896,0.27973363,0.2797943,-0.011091705349887349,-0.0022212622797982973,3.635883331298828e-05,5.691777914762497e-06,6.067753e-05
000201.npy,30.716499813741848,30.864837085421883,0.6850691039298028,0.6914769308392853,0.021255547180771828,0.020918484777212143,0.0008479106472805142,0.0008194383699446917,0.14229177,0.13871329,0.14833727168003463,0.006407826909482495,-0.00033706240355968475,-2.8472277335822582e-05,-0.003578484
000202.npy,31.387170795047883,31.54194163891912,0.7201793344260361,0.7264459256103327,0.01965096779167652,0.019313793629407883,0.0007265791646204889,0.0007011417765170336,0.12977332,0.12634313,0.15477084387123696,0.0062665911842966215,-0.0003371741622686386,-2.5437388103455305e-05,-0.0034301877
000206.npy,20.786844022960302,20.84404716957057,0.6826021407881661,0.681525195033083,0.06424277275800705,0.06385286897420883,0.008342872373759747,0.00823370460420847,0.5293948,0.5252336,0.057203146610266487,-0.001076945755083103,-0.0003899037837982178,-0.00010916776955127716,-0.004161179
000241.npy,32.463887508013954,32.559462397043745,0.9173819951278511,0.9207964866362587,0.016788404434919357,0.016840290278196335,0.0005670367972925305,0.000554694386664778,0.07041408,0.067680575,0.09557488902979117,0.0034144915084075578,5.188584327697754e-05,-1.2342410627752542e-05,-0.0027335063
000253.npy,28.677962236435008,28.7301539946643,0.8258144981528157,0.8263089210532156,0.02151782438158989,0.02142169326543808,0.0013558254577219486,0.0013396291760727763,0.13590321,0.13485095,0.05219175822929145,0.0004944229003999157,-9.613111615180969e-05,-1.6196281649172306e-05,-0.0010522604
000262.npy,27.096466150942817,27.14480054232766,0.8047452094491999,0.804725246683646,0.02578732557594776,0.025762544944882393,0.001951431855559349,0.001929833902977407,0.21670215,0.21523899,0.048334391384841524,-1.9962765553938056e-05,-2.4780631065368652e-05,-2.159795258194208e-05,-0.0014631599
