filename,psnr_champ,psnr_adv,ssim_champ,ssim_adv,mae_champ,mae_adv,mse_champ,mse_adv,grad_mae_champ,grad_mae_adv,d_PSNR,d_SSIM,d_MAE,d_MSE,d_GradMAE
000663.npy,30.066725433469298,30.52794558406704,0.6713908488660502,0.6899939710078574,0.02373591437935829,0.02266467735171318,0.0009847533656284213,0.0008855343912728131,0.16420059,0.15446013,0.46122015059774313,0.01860312214180726,-0.001071237027645111,-9.921897435560822e-05,-0.009740457
000683.npy,27.481802745050977,27.534185020210703,0.8625279911484626,0.8612671253257749,0.025582004338502884,0.025913575664162636,0.0017857460770756006,0.00176433683373034,0.1919263,0.19274454,0.05238227515972582,-0.0012608658226876956,0.0003315713256597519,-2.140924334526062e-05,0.00081823766
000698.npy,29.193677159551935,29.189195475291733,0.7871879161988496,0.7964496898258329,0.023157820105552673,0.023193133994936943,0.0012040160363540053,0.0012052591191604733,0.15138859,0.1464934,-0.0044816842602024565,0.009261773626983216,3.5313889384269714e-05,1.24308280646801e-06,-0.0048951805
000702.npy,26.859903447379008,26.881732181250335,0.4840936390374303,0.481092612688303,0.034765467047691345,0.034674856811761856,0.002060675760731101,0.002050344366580248,0.2667611,0.26580954,0.021828733871327444,-0.0030010263491273004,-9.061023592948914e-05,-1.0331394150853157e-05,-0.00095155835
000709.npy,34.69952563069289,34.39305668845052,0.9225014357616454,0.8971309807170034,0.010497894138097763,0.011559339240193367,0.00033888116013258696,0.00036365899723023176,0.07422597,0.07397652,-0.3064689422423683,-0.025370455044642082,0.001061445102095604,2.4777837097644806e-05,-0.0002494529
000747.npy,32.82471967961907,33.09427964064802,0.7191215262634754,0.7276500015563965,0.01760890893638134,0.01723727211356163,0.0005218287697061896,0.000490424339659512,0.10785205,0.10263345,0.2695599610289463,0.008528475292921112,-0.0003716368228197098,-3.140443004667759e-05,-0.0052186027
000763.npy,23.201733738639586,23.25113873652346,0.2883907976394801,0.2784368956182927,0.05477965250611305,0.05451588332653046,0.004784390330314636,0.004730272106826305,0.39611784,0.39333394,0.049404997883872426,-0.0099539020211874,-0.0002637691795825958,-5.411822348833084e-05,-0.0027838945
000766.npy,27.8379379118471,27.757055701455702,0.7940047630454748,0.7930705512057306,0.0222244281321764,0.022200552746653557,0.0016451526898890734,0.001676078769378364,0.17943083,0.17807478,-0.08088221039139754,-0.0009342118397442922,-2.3875385522842407e-05,3.0926079489290714e-05,-0.0013560504
000769.npy,30.556325242774747,30.38498601144036,0.770810465578286,0.7698745539195428,0.020231856033205986,0.020278384909033775,0.0008797665941528976,0.0009151691920123994,0.15083286,0.14790872,-0.171339231334386,-0.0009359116587431826,4.652887582778931e-05,3.540259785950184e-05,-0.0029241443
000775.npy,30.553192345835285,30.952757707194564,0.8115787857297957,0.8218097426274121,0.019901050254702568,0.019241541624069214,0.0008804014651104808,0.0008030160097405314,0.13865685,0.1298306,0.39956536135927934,0.010230956897616439,-0.0006595086306333542,-7.738545536994934e-05,-0.008826256
